#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
SPP1	SP7	1858269	1848454	9606.ENSP00000378517	9606.ENSP00000302812	0	0	0	0	0	0.071	0	0.797	0.803
FABP7	TAGLN3	1854799	1846318	9606.ENSP00000357429	9606.ENSP00000273368	0	0	0	0	0.062	0.774	0	0.140	0.802
MUC5AC	ATOH1	1862009	1848384	9606.ENSP00000435591	9606.ENSP00000302216	0	0	0	0	0	0	0	0.802	0.802
NKX2-2	NEUROG3	1856622	1843627	9606.ENSP00000366347	9606.ENSP00000242462	0	0	0	0	0.053	0.096	0	0.787	0.801
IFNW1	CNTFR	1857182	1843624	9606.ENSP00000369578	9606.ENSP00000242338	0	0	0	0	0	0	0.800	0	0.800
HAP1	GABRA4	1851659	1845523	9606.ENSP00000334002	9606.ENSP00000264318	0	0	0	0	0	0	0.800	0	0.800
GABRA5	HAP1	1851869	1851659	9606.ENSP00000335592	9606.ENSP00000334002	0	0	0	0	0	0	0.800	0	0.800
KLRC1	EMILIN3	1853795	1851522	9606.ENSP00000352064	9606.ENSP00000332806	0	0	0	0	0	0.800	0	0	0.800
IFNW1	IL13RA2	1857182	1843658	9606.ENSP00000369578	9606.ENSP00000243213	0	0	0	0	0	0	0.800	0	0.800
GABRA2	HAP1	1853367	1851659	9606.ENSP00000348897	9606.ENSP00000334002	0	0	0	0	0	0	0.800	0	0.800
IFNK	IL13RA2	1846521	1843658	9606.ENSP00000276943	9606.ENSP00000243213	0	0	0	0	0	0	0.800	0	0.800
INS	TTR	1844030	1843448	9606.ENSP00000250971	9606.ENSP00000237014	0	0	0	0	0.144	0	0	0.774	0.798
TDRD1	PIWIL1	1844087	1843752	9606.ENSP00000251864	9606.ENSP00000245255	0	0	0	0	0.053	0.404	0	0.662	0.793
INS	NEUROG3	1844030	1843627	9606.ENSP00000250971	9606.ENSP00000242462	0	0	0	0	0	0	0	0.792	0.792
CD19	VPREB3	1862074	1843935	9606.ENSP00000437940	9606.ENSP00000248948	0	0	0	0	0.760	0	0	0.160	0.790
NTSR1	TCF23	1855276	1847673	9606.ENSP00000359532	9606.ENSP00000296096	0	0	0	0	0.054	0	0	0.786	0.789
GCG	PCK1	1859292	1850185	9606.ENSP00000387662	9606.ENSP00000319814	0	0	0	0	0	0	0	0.786	0.786
SCRT1	SLC6A2	1851379	1842772	9606.ENSP00000331692	9606.ENSP00000219833	0	0	0	0	0.045	0	0	0.784	0.784
PRSS1	KRT1	1849102	1844112	9606.ENSP00000308720	9606.ENSP00000252244	0	0	0	0	0	0.774	0	0.079	0.784
NKX2-2	ISL1	1856622	1843262	9606.ENSP00000366347	9606.ENSP00000230658	0	0	0	0	0.095	0.047	0	0.768	0.783
FLG	KRT10	1854882	1846102	9606.ENSP00000357789	9606.ENSP00000269576	0	0	0	0	0.304	0	0	0.701	0.783
REG1B	REG1A	1848504	1843366	9606.ENSP00000303206	9606.ENSP00000233735	0	0	0	0.985	0.459	0.608	0	0.910	0.782
ESX1	LHX3	1855717	1855542	9606.ENSP00000361669	9606.ENSP00000360811	0	0	0	0	0.042	0.292	0	0.703	0.781
PRSS3	CPB1	1854099	1846826	9606.ENSP00000354280	9606.ENSP00000282957	0.054	0	0	0	0.649	0.134	0	0.328	0.781
TDGF1	ZIC3	1847689	1847072	9606.ENSP00000296145	9606.ENSP00000287538	0	0	0	0	0.255	0.111	0	0.696	0.781
MMP9	INS	1855661	1844030	9606.ENSP00000361405	9606.ENSP00000250971	0	0	0	0	0	0	0	0.781	0.781
FGF8	DLX2	1850386	1843390	9606.ENSP00000321797	9606.ENSP00000234198	0	0	0	0	0	0	0	0.781	0.781
NOG	WNT3A	1851004	1846912	9606.ENSP00000328181	9606.ENSP00000284523	0	0	0	0	0.055	0	0	0.777	0.781
HNF1A	INS	1844515	1844030	9606.ENSP00000257555	9606.ENSP00000250971	0	0	0	0	0	0	0	0.774	0.774
KRT4	UCHL1	1862492	1846906	9606.ENSP00000448220	9606.ENSP00000284440	0	0	0	0	0	0.774	0	0	0.774
KRT2	PRSS1	1849358	1849102	9606.ENSP00000310861	9606.ENSP00000308720	0	0	0	0	0	0.774	0	0	0.774
PAX8	TSHR	1859871	1847934	9606.ENSP00000395498	9606.ENSP00000298171	0	0	0	0	0.205	0	0	0.725	0.772
TF	APOA2	1859071	1854701	9606.ENSP00000385834	9606.ENSP00000356969	0	0	0	0	0.687	0	0	0.304	0.772
SOX2	FGF8	1850559	1850386	9606.ENSP00000323588	9606.ENSP00000321797	0	0	0	0	0	0	0	0.771	0.771
AFP	GPC3	1858331	1858180	9606.ENSP00000379138	9606.ENSP00000377836	0	0	0	0	0.473	0	0	0.572	0.765
CELA3A	CPA1	1847205	1842164	9606.ENSP00000290122	9606.ENSP00000011292	0.054	0	0	0	0.410	0.543	0	0.186	0.765
CALCA	PRL	1851388	1848376	9606.ENSP00000331746	9606.ENSP00000302150	0	0	0	0	0	0	0	0.765	0.765
CLCNKB	CLDN19	1856357	1847719	9606.ENSP00000364831	9606.ENSP00000296387	0	0	0	0	0.068	0	0	0.759	0.765
GRIN2A	ADCY8	1851485	1847008	9606.ENSP00000332549	9606.ENSP00000286355	0	0	0	0	0.053	0	0	0.760	0.763
NKX6-1	ISL1	1847632	1843262	9606.ENSP00000295886	9606.ENSP00000230658	0	0	0	0	0.068	0.052	0	0.752	0.762
AQP4	SLC1A2	1857610	1846562	9606.ENSP00000372654	9606.ENSP00000278379	0	0	0	0	0.137	0	0	0.735	0.762
FABP3	FABP1	1855975	1847629	9606.ENSP00000362817	9606.ENSP00000295834	0	0	0	0	0	0	0	0.759	0.759
APOA2	ITIH2	1854701	1853681	9606.ENSP00000356969	9606.ENSP00000351190	0	0	0	0	0.739	0	0	0.117	0.759
STRA8	CYP26B1	1846455	1842113	9606.ENSP00000275764	9606.ENSP00000001146	0	0	0	0	0	0	0	0.759	0.759
NTSR1	WFIKKN2	1855276	1849389	9606.ENSP00000359532	9606.ENSP00000311184	0	0	0	0	0	0	0	0.758	0.758
KRT4	MT3	1862492	1842396	9606.ENSP00000448220	9606.ENSP00000200691	0	0	0	0	0	0	0	0.758	0.758
KRT2	KRT9	1849358	1843830	9606.ENSP00000310861	9606.ENSP00000246662	0	0	0	0	0	0	0	0.758	0.758
CHRNA1	CHRND	1844839	1844593	9606.ENSP00000261007	9606.ENSP00000258385	0	0	0	0.855	0.144	0.360	0.540	0.815	0.758
WNT8B	LCN1	1852354	1845374	9606.ENSP00000340677	9606.ENSP00000263598	0	0	0	0	0	0	0	0.758	0.758
CHRM1	SCGB1A1	1848849	1846556	9606.ENSP00000306490	9606.ENSP00000278282	0	0	0	0	0	0	0	0.758	0.758
GNAT3	HCN1	1858594	1848952	9606.ENSP00000381339	9606.ENSP00000307342	0	0	0	0	0	0	0	0.756	0.756
ATP1A2	SCN1A	1854129	1848547	9606.ENSP00000354490	9606.ENSP00000303540	0.063	0	0	0	0.050	0.103	0	0.730	0.756
ERVW-1	GCM1	1861448	1844724	9606.ENSP00000419945	9606.ENSP00000259803	0	0	0	0	0.168	0	0	0.717	0.755
STRA8	CYP26A1	1846455	1842997	9606.ENSP00000275764	9606.ENSP00000224356	0	0	0	0	0	0	0	0.754	0.755
MSX1	WNT3A	1857563	1846912	9606.ENSP00000372170	9606.ENSP00000284523	0	0	0	0	0.051	0	0	0.749	0.752
TCF23	NTS	1847673	1844400	9606.ENSP00000296096	9606.ENSP00000256010	0	0	0	0	0	0	0	0.750	0.750
SERPINA7	TTR	1851141	1843448	9606.ENSP00000329374	9606.ENSP00000237014	0	0	0	0	0.117	0	0	0.728	0.750
GAL	INS	1845782	1844030	9606.ENSP00000265643	9606.ENSP00000250971	0	0	0	0	0	0	0	0.750	0.750
KLRC1	NCAM1	1853795	1850053	9606.ENSP00000352064	9606.ENSP00000318472	0	0	0	0	0	0	0	0.749	0.749
KRT10	CMA1	1846102	1844006	9606.ENSP00000269576	9606.ENSP00000250378	0	0	0	0	0	0	0	0.749	0.749
SP7	SOST	1848454	1848323	9606.ENSP00000302812	9606.ENSP00000301691	0	0	0	0	0.054	0	0	0.743	0.746
LHX3	ISL1	1855542	1843262	9606.ENSP00000360811	9606.ENSP00000230658	0	0	0	0.798	0.047	0.690	0	0.861	0.745
SOX2	NEUROD1	1850559	1847535	9606.ENSP00000323588	9606.ENSP00000295108	0	0	0	0	0.059	0	0	0.740	0.745
NOTUM	LGALS4	1859265	1848369	9606.ENSP00000387310	9606.ENSP00000302100	0	0	0	0	0	0	0	0.744	0.744
HMX1	INS	1858849	1844030	9606.ENSP00000383516	9606.ENSP00000250971	0	0	0	0	0	0	0	0.741	0.741
PAX2	FGF8	1859923	1850386	9606.ENSP00000396259	9606.ENSP00000321797	0	0	0	0	0	0	0	0.741	0.741
CALCA	SST	1851388	1847077	9606.ENSP00000331746	9606.ENSP00000287641	0	0	0	0	0.056	0	0	0.735	0.739
CTSE	PCSK1	1853647	1849029	9606.ENSP00000350911	9606.ENSP00000308024	0	0	0	0	0.126	0.528	0	0.417	0.738
CTSE	PCSK2	1853647	1845168	9606.ENSP00000350911	9606.ENSP00000262545	0	0	0	0	0.126	0.528	0	0.417	0.738
CHRNA9	CHRND	1849558	1844593	9606.ENSP00000312663	9606.ENSP00000258385	0	0	0	0.831	0	0	0.720	0.385	0.736
CD19	SELL	1862074	1843434	9606.ENSP00000437940	9606.ENSP00000236147	0	0	0	0	0.055	0	0	0.733	0.736
KCNA4	KCNH2	1851048	1845083	9606.ENSP00000328511	9606.ENSP00000262186	0	0	0	0	0.054	0.178	0	0.688	0.736
GCG	PCSK2	1859292	1845168	9606.ENSP00000387662	9606.ENSP00000262545	0	0	0	0	0.169	0	0	0.695	0.736
SYP	SLC17A7	1845310	1842841	9606.ENSP00000263233	9606.ENSP00000221485	0	0	0	0	0.151	0	0	0.701	0.736
TRPM3	TRPA1	1856613	1845090	9606.ENSP00000366314	9606.ENSP00000262209	0	0	0	0	0	0.042	0	0.736	0.736
NKX2-2	INS	1856622	1844030	9606.ENSP00000366347	9606.ENSP00000250971	0	0	0	0	0.093	0	0	0.720	0.735
SLC12A3	BSND	1860326	1855449	9606.ENSP00000402152	9606.ENSP00000360312	0	0	0	0	0.135	0	0	0.707	0.735
INS	ISL1	1844030	1843262	9606.ENSP00000250971	9606.ENSP00000230658	0	0	0	0	0.070	0	0	0.727	0.735
NKX6-1	NEUROD1	1847632	1847535	9606.ENSP00000295886	9606.ENSP00000295108	0	0	0	0	0	0	0	0.734	0.734
RTL1	DLK1	1861999	1852308	9606.ENSP00000435342	9606.ENSP00000340292	0	0	0	0	0	0	0	0.734	0.734
GIP	PPY	1853529	1843068	9606.ENSP00000350005	9606.ENSP00000225992	0	0	0	0	0	0	0	0.733	0.733
PAGE1	KLK3	1856446	1849687	9606.ENSP00000365320	9606.ENSP00000314151	0	0	0	0	0	0	0	0.733	0.733
GDF5	PAEP	1856103	1846531	9606.ENSP00000363489	9606.ENSP00000277508	0	0	0	0	0	0	0	0.733	0.733
GAL	CD22	1845782	1842254	9606.ENSP00000265643	9606.ENSP00000085219	0	0	0	0	0	0	0	0.732	0.732
MUC6	ATOH1	1860626	1848384	9606.ENSP00000406861	9606.ENSP00000302216	0	0	0	0	0	0	0	0.732	0.732
PAEP	LCN1	1846531	1845374	9606.ENSP00000277508	9606.ENSP00000263598	0	0	0	0	0	0	0	0.731	0.731
PRSS1	REG1A	1849102	1843366	9606.ENSP00000308720	9606.ENSP00000233735	0	0	0	0	0.056	0.102	0	0.709	0.731
FGF9	NOG	1857512	1851004	9606.ENSP00000371790	9606.ENSP00000328181	0	0	0	0	0.053	0	0	0.727	0.731
OTOG	USH1C	1858720	1842127	9606.ENSP00000382323	9606.ENSP00000005226	0	0	0	0	0	0	0	0.730	0.730
TF	AFP	1859071	1858331	9606.ENSP00000385834	9606.ENSP00000379138	0	0	0	0	0.475	0	0	0.504	0.729
LCT	HNF1A	1845492	1844515	9606.ENSP00000264162	9606.ENSP00000257555	0	0	0	0	0	0	0	0.729	0.729
NEUROD1	ISL1	1847535	1843262	9606.ENSP00000295108	9606.ENSP00000230658	0	0	0	0	0.112	0	0	0.707	0.729
CD19	MS4A1	1862074	1849724	9606.ENSP00000437940	9606.ENSP00000314620	0	0	0	0	0.407	0	0	0.562	0.729
PHOX2A	ASCL1	1847939	1845903	9606.ENSP00000298231	9606.ENSP00000266744	0	0	0	0	0	0	0	0.728	0.728
RBP4	LCN1	1855488	1845374	9606.ENSP00000360519	9606.ENSP00000263598	0	0	0	0	0	0	0	0.727	0.727
COL2A1	MMP13	1857237	1844775	9606.ENSP00000369889	9606.ENSP00000260302	0	0	0	0	0.052	0.360	0	0.586	0.727
CHRNA6	CHRND	1846490	1844593	9606.ENSP00000276410	9606.ENSP00000258385	0	0	0	0.892	0	0	0.720	0.290	0.727
FGF8	ISL1	1850386	1843262	9606.ENSP00000321797	9606.ENSP00000230658	0	0	0	0	0.050	0	0	0.722	0.725
AFP	NTS	1858331	1844400	9606.ENSP00000379138	9606.ENSP00000256010	0	0	0	0	0.699	0	0	0.119	0.724
SYT4	SNAP25	1844365	1844344	9606.ENSP00000255224	9606.ENSP00000254976	0	0	0	0	0.124	0.420	0	0.501	0.724
ATP1A2	ATP12A	1854129	1842709	9606.ENSP00000354490	9606.ENSP00000218548	0	0	0.527	0.976	0	0	0.720	0.045	0.723
PCDH15	USH2A	1854263	1848790	9606.ENSP00000354950	9606.ENSP00000305941	0	0	0	0	0	0.066	0	0.713	0.721
MSX1	LHX2	1857563	1855949	9606.ENSP00000372170	9606.ENSP00000362717	0	0	0	0	0.057	0.530	0	0.420	0.721
POU4F1	ATOH1	1856641	1848384	9606.ENSP00000366413	9606.ENSP00000302216	0	0	0	0	0.058	0	0	0.716	0.721
GC	HP	1861539	1853269	9606.ENSP00000421725	9606.ENSP00000348170	0	0	0	0	0.214	0	0	0.658	0.720
TF	CRP	1859071	1844348	9606.ENSP00000385834	9606.ENSP00000255030	0	0	0	0	0.055	0	0	0.715	0.719
TRIM9	SNAP25	1847957	1844344	9606.ENSP00000298355	9606.ENSP00000254976	0	0	0	0	0.143	0.360	0	0.528	0.719
GCG	NEUROG3	1859292	1843627	9606.ENSP00000387662	9606.ENSP00000242462	0	0	0	0	0	0	0	0.718	0.718
HNF4A	WNT3A	1849587	1846912	9606.ENSP00000312987	9606.ENSP00000284523	0	0	0	0	0	0	0	0.718	0.718
SLC2A2	NKX6-1	1850555	1847632	9606.ENSP00000323568	9606.ENSP00000295886	0	0	0	0	0.049	0.051	0	0.711	0.717
PCDH15	MYO15A	1854263	1842432	9606.ENSP00000354950	9606.ENSP00000205890	0	0	0	0	0.055	0.119	0	0.687	0.717
PCSK2	SYT4	1845168	1844365	9606.ENSP00000262545	9606.ENSP00000255224	0	0	0	0	0.708	0	0	0.066	0.716
CR2	CD22	1854505	1842254	9606.ENSP00000356024	9606.ENSP00000085219	0	0	0	0	0.093	0	0	0.700	0.716
KCNA1	KCNH2	1857543	1845083	9606.ENSP00000371985	9606.ENSP00000262186	0	0	0	0	0.054	0.178	0	0.663	0.715
PAX8	FOXI1	1859871	1848621	9606.ENSP00000395498	9606.ENSP00000304286	0	0	0	0	0.053	0	0	0.711	0.715
NEUROG3	ISL1	1843627	1843262	9606.ENSP00000242462	9606.ENSP00000230658	0	0	0	0	0.054	0	0	0.708	0.712
CACNA1B	SCN1A	1855467	1848547	9606.ENSP00000360406	9606.ENSP00000303540	0	0	0	0.633	0.050	0.668	0	0.366	0.712
MSX1	MYOD1	1857563	1843984	9606.ENSP00000372170	9606.ENSP00000250003	0	0	0	0	0	0	0	0.712	0.712
NCAM1	SYP	1850053	1845310	9606.ENSP00000318472	9606.ENSP00000263233	0	0	0	0	0.058	0	0	0.706	0.711
NR0B2	INS	1844279	1844030	9606.ENSP00000254227	9606.ENSP00000250971	0	0	0	0	0	0	0	0.711	0.711
SLC2A2	NEUROG3	1850555	1843627	9606.ENSP00000323568	9606.ENSP00000242462	0	0	0	0	0	0	0	0.711	0.711
WNT3A	FGF10	1846912	1845589	9606.ENSP00000284523	9606.ENSP00000264664	0	0	0	0	0	0.118	0	0.685	0.711
TRH	INS	1848532	1844030	9606.ENSP00000303452	9606.ENSP00000250971	0	0	0	0	0	0	0	0.709	0.709
HTR3A	HTR1E	1853212	1848996	9606.ENSP00000347754	9606.ENSP00000307766	0	0	0	0	0.052	0	0	0.706	0.709
PAX8	TPO	1859871	1850079	9606.ENSP00000395498	9606.ENSP00000318820	0	0	0	0	0.208	0	0	0.648	0.709
KCNH6	KCNA4	1863802	1851048	9606.ENSP00000463533	9606.ENSP00000328511	0	0	0	0	0.054	0.178	0	0.655	0.709
NTRK1	NTSR1	1861874	1855276	9606.ENSP00000431418	9606.ENSP00000359532	0	0	0	0	0	0	0	0.708	0.708
PCK1	INS	1850185	1844030	9606.ENSP00000319814	9606.ENSP00000250971	0	0	0	0	0	0	0	0.707	0.708
GPR1	GPHA2	1858933	1846619	9606.ENSP00000384345	9606.ENSP00000279168	0	0	0	0	0	0	0	0.707	0.707
ENPP1	FGF23	1854095	1843471	9606.ENSP00000354238	9606.ENSP00000237837	0	0	0	0	0	0	0	0.706	0.706
AGTR2	ACE2	1855573	1844133	9606.ENSP00000360973	9606.ENSP00000252519	0	0	0	0	0	0	0	0.706	0.706
FGF8	ALDH1A2	1850386	1843974	9606.ENSP00000321797	9606.ENSP00000249750	0	0	0	0	0.052	0	0	0.702	0.706
TRH	MC4R	1848532	1848101	9606.ENSP00000303452	9606.ENSP00000299766	0	0	0	0	0	0.066	0	0.698	0.706
ABCA10	ABCG2	1846061	1843466	9606.ENSP00000269081	9606.ENSP00000237612	0.309	0	0	0.623	0.125	0.098	0.429	0.459	0.704
MYO15A	USH1C	1842432	1842127	9606.ENSP00000205890	9606.ENSP00000005226	0	0	0	0	0.053	0.316	0	0.580	0.704
SOX2	ATOH1	1850559	1848384	9606.ENSP00000323588	9606.ENSP00000302216	0	0	0	0	0	0	0	0.703	0.704
VIP	GAL	1854549	1845782	9606.ENSP00000356213	9606.ENSP00000265643	0	0	0	0	0	0	0	0.703	0.703
AIRE	CHRNA1	1847301	1844839	9606.ENSP00000291582	9606.ENSP00000261007	0	0	0	0	0	0	0	0.703	0.703
TPO	FOXI1	1850079	1848621	9606.ENSP00000318820	9606.ENSP00000304286	0	0	0	0	0	0	0	0.702	0.702
REG3A	REG1A	1848625	1843366	9606.ENSP00000304311	9606.ENSP00000233735	0	0	0	0.943	0.530	0.360	0	0.866	0.702
NEUROG1	ASCL1	1849970	1845903	9606.ENSP00000317580	9606.ENSP00000266744	0	0	0	0	0.053	0	0	0.697	0.701
FOXB1	UTS2R	1858359	1850551	9606.ENSP00000379369	9606.ENSP00000323516	0	0	0	0	0.694	0.057	0	0	0.699
SOX2	NEUROG1	1850559	1849970	9606.ENSP00000323588	9606.ENSP00000317580	0	0	0	0	0.053	0	0	0.694	0.698
INS	MT3	1844030	1842396	9606.ENSP00000250971	9606.ENSP00000200691	0	0	0	0	0	0	0	0.698	0.698
IRS4	INS	1855625	1844030	9606.ENSP00000361202	9606.ENSP00000250971	0	0	0	0	0	0	0	0.696	0.697
APOA2	PON1	1854701	1842913	9606.ENSP00000356969	9606.ENSP00000222381	0	0	0	0	0.225	0	0	0.622	0.695
NOG	NCAM1	1851004	1850053	9606.ENSP00000328181	9606.ENSP00000318472	0	0	0	0	0.054	0	0	0.687	0.692
GRIA1	SYP	1846982	1845310	9606.ENSP00000285900	9606.ENSP00000263233	0	0	0	0	0.073	0.109	0	0.658	0.692
SP7	MMP13	1848454	1844775	9606.ENSP00000302812	9606.ENSP00000260302	0	0	0	0	0.052	0	0	0.688	0.691
DCX	ASCL1	1852027	1845903	9606.ENSP00000337697	9606.ENSP00000266744	0	0	0	0	0	0	0	0.691	0.691
O3FAR1	PCSK1	1855492	1849029	9606.ENSP00000360538	9606.ENSP00000308024	0	0	0	0	0	0	0	0.691	0.691
NEUROD4	PHOX2B	1843649	1843088	9606.ENSP00000242994	9606.ENSP00000226382	0	0	0	0	0	0	0	0.688	0.688
GAGE1	SAGE1	1857422	1850522	9606.ENSP00000371128	9606.ENSP00000323191	0	0	0	0	0	0	0	0.688	0.688
FGF19	GCKR	1847477	1845607	9606.ENSP00000294312	9606.ENSP00000264717	0	0	0	0	0	0	0	0.685	0.685
WNT3A	MYOD1	1846912	1843984	9606.ENSP00000284523	9606.ENSP00000250003	0	0	0	0	0.051	0	0	0.681	0.685
DSG4	SERPINA4	1853897	1847997	9606.ENSP00000352785	9606.ENSP00000298841	0	0	0	0	0	0	0	0.685	0.685
GABRQ	GLRA2	1855216	1842690	9606.ENSP00000359329	9606.ENSP00000218075	0	0	0	0.851	0.343	0	0.540	0.053	0.685
MUC5AC	PRSS1	1862009	1849102	9606.ENSP00000435591	9606.ENSP00000308720	0	0	0	0	0.050	0.669	0	0.075	0.684
AFP	ITIH2	1858331	1853681	9606.ENSP00000379138	9606.ENSP00000351190	0	0	0	0	0.683	0	0	0	0.684
FGF8	MYOD1	1850386	1843984	9606.ENSP00000321797	9606.ENSP00000250003	0	0	0	0	0	0	0	0.684	0.684
CLCNKB	CFTR	1856357	1842118	9606.ENSP00000364831	9606.ENSP00000003084	0	0	0	0	0.053	0	0.540	0.332	0.683
CACNA1B	CACNA1G	1855467	1853790	9606.ENSP00000360406	9606.ENSP00000352011	0	0	0	0.620	0.073	0	0.540	0.770	0.683
ESRRB	SOX2	1857301	1850559	9606.ENSP00000370270	9606.ENSP00000323588	0	0	0	0	0.052	0.173	0	0.629	0.683
NTS	MEP1A	1844400	1843260	9606.ENSP00000256010	9606.ENSP00000230588	0	0	0	0	0	0.360	0	0.524	0.682
SP7	KERA	1848454	1845898	9606.ENSP00000302812	9606.ENSP00000266719	0	0	0	0	0.635	0.101	0	0.106	0.682
GIP	SST	1853529	1847077	9606.ENSP00000350005	9606.ENSP00000287641	0	0	0	0	0	0	0	0.681	0.681
MUC6	PRSS1	1860626	1849102	9606.ENSP00000406861	9606.ENSP00000308720	0	0	0	0	0.050	0.669	0	0.068	0.681
CD79B	VPREB3	1858043	1843935	9606.ENSP00000376544	9606.ENSP00000248948	0	0	0	0	0.567	0	0	0.292	0.680
LHX2	FGF8	1855949	1850386	9606.ENSP00000362717	9606.ENSP00000321797	0	0	0	0	0.047	0	0	0.677	0.679
PCDH15	ATP2B2	1854263	1850617	9606.ENSP00000354950	9606.ENSP00000324172	0	0	0	0	0	0	0	0.679	0.679
MUC5AC	PRSS3	1862009	1854099	9606.ENSP00000435591	9606.ENSP00000354280	0	0	0	0	0.050	0.669	0	0.063	0.679
ZIC3	LEFTY1	1847072	1846227	9606.ENSP00000287538	9606.ENSP00000272134	0	0	0	0	0	0.070	0	0.669	0.679
SPP1	MMP9	1858269	1855661	9606.ENSP00000378517	9606.ENSP00000361405	0	0	0	0	0.113	0	0	0.652	0.678
POU4F1	NEUROG1	1856641	1849970	9606.ENSP00000366413	9606.ENSP00000317580	0	0	0	0	0.047	0	0	0.674	0.676
NCAM1	UCHL1	1850053	1846906	9606.ENSP00000318472	9606.ENSP00000284440	0	0	0	0	0.053	0.377	0	0.493	0.675
SCUBE3	CPA1	1846421	1842164	9606.ENSP00000274938	9606.ENSP00000011292	0	0	0	0	0.063	0.667	0	0	0.674
MUC6	PRSS3	1860626	1854099	9606.ENSP00000406861	9606.ENSP00000354280	0	0	0	0	0.050	0.669	0	0.044	0.673
SLC27A6	INS	1845153	1844030	9606.ENSP00000262462	9606.ENSP00000250971	0	0	0	0	0	0	0	0.672	0.672
SP8	GSX2	1860741	1850115	9606.ENSP00000408792	9606.ENSP00000319118	0	0	0	0	0.053	0.070	0	0.656	0.671
CADPS	SERPINA4	1857734	1847997	9606.ENSP00000373215	9606.ENSP00000298841	0	0	0	0	0	0	0	0.670	0.670
MUC5AC	EMR3	1862009	1844239	9606.ENSP00000435591	9606.ENSP00000253673	0	0	0	0	0	0	0	0.670	0.670
FLG	FGF8	1854882	1850386	9606.ENSP00000357789	9606.ENSP00000321797	0	0	0	0	0	0.596	0	0.217	0.670
FGF10	ISL1	1845589	1843262	9606.ENSP00000264664	9606.ENSP00000230658	0	0	0	0	0	0	0	0.669	0.670
CRP	TTR	1844348	1843448	9606.ENSP00000255030	9606.ENSP00000237014	0	0	0	0	0.072	0	0	0.660	0.670
INSM1	NEUROG3	1849554	1843627	9606.ENSP00000312631	9606.ENSP00000242462	0	0	0	0	0.073	0	0	0.659	0.670
HP	TTR	1853269	1843448	9606.ENSP00000348170	9606.ENSP00000237014	0	0	0	0	0.054	0	0	0.665	0.669
INS	CFTR	1844030	1842118	9606.ENSP00000250971	9606.ENSP00000003084	0	0	0	0	0.070	0	0	0.659	0.669
GCG	PRL	1859292	1848376	9606.ENSP00000387662	9606.ENSP00000302150	0	0	0	0	0	0	0	0.668	0.668
VIP	PPY	1854549	1843068	9606.ENSP00000356213	9606.ENSP00000225992	0	0	0	0	0	0	0	0.668	0.668
NOG	SOST	1851004	1848323	9606.ENSP00000328181	9606.ENSP00000301691	0	0	0	0	0.052	0	0	0.663	0.667
KRT1	KRT9	1844112	1843830	9606.ENSP00000252244	9606.ENSP00000246662	0	0	0	0.617	0	0.503	0	0.865	0.666
NEUROG3	PPY	1843627	1843068	9606.ENSP00000242462	9606.ENSP00000225992	0	0	0	0	0	0	0	0.665	0.665
CALCA	CHGA	1851388	1842607	9606.ENSP00000331746	9606.ENSP00000216492	0	0	0	0	0.055	0	0	0.660	0.664
PPY	CHGA	1843068	1842607	9606.ENSP00000225992	9606.ENSP00000216492	0	0	0	0	0	0	0	0.663	0.663
GCG	CHGA	1859292	1842607	9606.ENSP00000387662	9606.ENSP00000216492	0	0	0	0	0.055	0	0	0.658	0.662
F7	CRP	1856334	1844348	9606.ENSP00000364731	9606.ENSP00000255030	0	0	0	0	0.053	0	0	0.658	0.662
HMX1	SLC2A2	1858849	1850555	9606.ENSP00000383516	9606.ENSP00000323568	0	0	0	0	0	0.049	0	0.659	0.661
NEUROG1	PHOX2B	1849970	1843088	9606.ENSP00000317580	9606.ENSP00000226382	0	0	0	0	0.049	0	0	0.658	0.661
PAX2	SOX2	1859923	1850559	9606.ENSP00000396259	9606.ENSP00000323588	0	0	0	0	0	0	0	0.660	0.661
CTRB1	PRSS1	1854101	1849102	9606.ENSP00000354294	9606.ENSP00000308720	0	0	0.527	0.891	0.381	0.391	0	0.784	0.660
CRP	SELL	1844348	1843434	9606.ENSP00000255030	9606.ENSP00000236147	0	0	0	0	0	0	0	0.660	0.660
QRFPR	GAL	1858197	1845782	9606.ENSP00000377948	9606.ENSP00000265643	0	0	0	0	0	0	0	0.659	0.659
SERPINA7	TRH	1851141	1848532	9606.ENSP00000329374	9606.ENSP00000303452	0	0	0	0	0	0	0	0.659	0.659
PNLIP	PRSS1	1854981	1849102	9606.ENSP00000358223	9606.ENSP00000308720	0	0	0	0	0.502	0	0	0.344	0.659
MC4R	CARTPT	1848101	1847786	9606.ENSP00000299766	9606.ENSP00000296777	0	0	0	0	0	0	0	0.659	0.659
ALK	FGF19	1857789	1847477	9606.ENSP00000373700	9606.ENSP00000294312	0	0	0	0	0	0	0	0.659	0.659
VIP	TRH	1854549	1848532	9606.ENSP00000356213	9606.ENSP00000303452	0	0	0	0	0	0	0	0.658	0.658
CALCA	INS	1851388	1844030	9606.ENSP00000331746	9606.ENSP00000250971	0	0	0	0	0	0	0	0.658	0.658
NPPB	CRP	1856504	1844348	9606.ENSP00000365651	9606.ENSP00000255030	0	0	0	0	0	0	0	0.658	0.658
